time,author,messsage
1:17:55,Tonya Yu,Thanks for the wonderful experience! Gotta try it again!
1:17:55,Roger Liem,Luwak!
1:17:56,Margaret Kelly,"Thanks James, this was great! My daughter and I did it together and she has a much better palate than I do because she picked up the same descriptions you used. Really enjoyed this."
1:17:56,Fred Sobotka,Thanks Benjamin Tarratt
1:17:56,Marcin Płóciennik,B tasted to us like Ortiz 1900 that you also have in the shop!
1:17:56,Arnaud Pascal,"Laurina, Have you tried it ?"
1:17:56,Alan Tristão,how about kopi luwak?
1:17:56,Vaughan Chapman,Amazing!!!
1:17:56,Jasper,Thank you for uniting so many people and bringing happiness to the world in these difficult times!
1:17:56,Marcin Płóciennik,B tasted to us like Ortiz 1900 that you also have in the shop!
1:17:57,josip bota,Which one would you brew as a espresso?
1:17:57,Nick Haggarty,Which are best suited to espresso vs. filter James?
1:17:57,Marcin Płóciennik,B tasted to us like Ortiz 1900 that you also have in the shop!
1:17:58,Jamie Tebbs,"This has been brilliant, love your videos and the reason i got into coffee"
1:17:58,Alex Bryant,WE HAD SO MUCH FUN
1:17:58,lunaestrellados,will the coffees that are being cupped today be sold online?
1:17:58,Albert C.,TAIWAN COFFEES? PEOPLE ARE GROWING LOTS HERE THESE DAYS
1:17:58,Henning,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
1:17:58,Carlos Granados,Kopi luwak comments please
1:17:58,Short grain rice,Is growing Robusta as environmentally sustainable as Arabica?
1:17:59,Justin Peer,price was a bargain for the knowledge I just received. thank you.
1:17:59,Paul Andrews,"Considering how terrible a year 2020 has been, discovering your channel has been an absolute highlight. Thanks for such great content! :clapping_hands:"
1:17:59,Einar A,Could the E be roasted to be less smoky tasting?
1:17:59,Fabio Bollinger,Do I use the same grind setting for french press????
1:18:00,Meg,:chillwcat: thank you!
1:18:00,smellysiac ellysiac,have you tried any Australian grown beans
1:18:00,Chris James,James this was great. What would you recommend me do with the grind sample? :slightly_smiling_face:
1:18:00,Dennis Rahardja,What do you think about LUWAK Coffee from Indonesia?
1:18:00,Phil H,many thanks for a great tasting initiation
1:18:00,tyler belcher,how will these coffees differ per brewing process!
1:18:00,Carlos Granados,Kopi luwak comments please
1:18:00,Metaether,Thoughts on kopi luwak?
1:18:02,kosai refai,"what a coffee that tastes like E but arabica ( less acidity , full body ) ?"
1:18:02,Roger Liem,Luwak!
1:18:02,Mr Friz,"Would be nice to get E from your e-shop, please :smiling_face_with_smiling_eyes:!!!! A bit of these 50kg robusta :drooling_face:"
1:18:03,Yazan Eid,Have you tried Saudi coffee?
1:18:03,Tigerstripes,"I have always loved coffee, how would you recommend looking into a career in coffee? It would be a dream come true"
1:18:03,Jiří Šetlík,So happy to catch up
1:18:03,Roger Liem,Luwak!
1:18:04,Mike St.George,touch on espresso please?
1:18:04,Roger Liem,Luwak!
1:18:04,D R,is cupping worth doing when you get a bag of coffee beans?
1:18:04,Andrew,Cheers man! Really interesting experience
1:18:07,Lenni Totoro,where can we buy more of these coffees
1:18:07,chrisgoatpher,lol @ the sole clap
1:18:07,Branchy,PLEASE SAY SOMETHING ABOUT PHILIPPINE COFFEE
1:18:08,Hyddelihyd,"I had fun - Thanks! Ranking: E best, then B, C, A. Won't talk about D!"
1:18:08,Patrick Goh,Can you tell us what C was again?
1:18:08,Pete Thornton,Thanks so much James. Amazing session
1:18:09,brewlessordinary brewlessordinary,Thank you :folded_hands:
1:18:09,anagman,Best entry level electric grinder???
1:18:09,Mark Roberts,WHAT’S YOUR GO TO COFFEE
1:18:09,Rahim Packir Saibo,Thank you!
1:18:09,DannyZNINJA,cleaning a cupping?
1:18:09,hakki368,Congrats!
1:18:09,Tanya Pobuda,"Thank you, this was wonderful."
1:18:10,Matt,GO JAMES GO
1:18:10,Stephanie Rathmann,I dont even like coffee but this was so much fun!
1:18:11,Alex Bryant,AU REVOIR ET MERCI!
1:18:11,Caroline Gagné,Merci!
1:18:11,Robin Arthur,can we buy some of the coffees?
1:18:11,Roger Liem,Luwak!
1:18:11,Marcin Płóciennik,B tasted to us like Ortiz 1900 that you also have in the shop!
1:18:11,Chris Resendez,thanks james!
1:18:11,Carlos Granados,Kopi luwak comments please
1:18:12,Meisam,I'm gonna constantly nag to my local roaster to sell more beans like C&D
1:18:13,smellysiac ellysiac,have you tried any Australian grown beans
1:18:13,Branchy,PLEASE SAY SOMETHING ABOUT PHILIPPINE COFFEE???
1:18:13,Nick Cherryman,ENEMA
1:18:13,Billy Hutchinson,Does robusta make you poop more? I feel like it would...
1:18:14,Carolina,C was my favorite :)
1:18:14,Nathan,So now we drink the rest of each sample?
1:18:15,Branchy,PLEASE SAY SOMETHING ABOUT PHILIPPINE COFFEE???
1:18:15,Nick Cherryman,ENEMA
1:18:15,Carlos Granados,Kopi luwak comments please
1:18:15,Sentrie,aw men
1:18:15,John Erwin Veneracion,remind them not to use the super chat
1:18:15,The Trim Tab,no to luwak
1:18:16,Nick Cherryman,ENEMA
1:18:16,Roger Liem,Luwak!
1:18:16,Nick Cherryman,ENEMA
1:18:17,789 Flyer,How do these coffees hold up as espresso?
1:18:17,Nick Cherryman,ENEMA
1:18:17,MarkusDAV,"Awesome James, thank you so much to all at Square Mile for a brilliant event!!!! :beaming_face_with_smiling_eyes:"
1:18:17,kem,can you do it again?
1:18:18,Mars Sambo,are you scared to match it like you did last year? :face_with_tears_of_joy:
1:18:19,the fermented kitchen,D just keeps getting better
1:18:19,Dennis Rahardja,What do you think about Luwak Coffee from Indonesia?
1:18:20,Alan Tristão,how about kopi luwak?
1:18:20,luis hernandez,would you be at Milano Design Week with the eagle one???
1:18:20,Carlos Granados,Kopi luwak comments please
1:18:20,sopwerdna,can we make it to 20k??
1:18:20,jeanlucdavis,What and AMAZING way to start the day. THANK YOU!!!
1:18:21,Tyson Peters,How is your tongue so advanced?!
1:18:21,Roger Liem,Luwak!
1:18:22,A,that was just great! thank you very much for your effort in explaining everything. and I hope you have a great day :)
1:18:23,David Darnes,D is our favourite :smiling_face_with_smiling_eyes:
1:18:23,Branchy,PLEASE SAY SOMETHING ABOUT PHILIPPINE COFFEE???
1:18:23,6ix NoGood,Can we rewatch the videos if we want to do a cupping later with friends?
1:18:23,Amy B,how do these coffees do as espresso?
1:18:23,TheBicycleSpoke,my package didn't arrive in Canada on time
1:18:23,Carlos Granados,Kopi luwak comments please
1:18:23,Fabio Bollinger,C is the only one that tastes good cold
1:18:23,Matthew Ly,thanks so much daddy hoffman
1:18:24,joon park,YES PLEASE
1:18:27,Diana Lee,LIBERATE HONG KONG
1:18:28,Alan Tristão,how about kopi luwak?
1:18:28,John Erwin Veneracion,branch tama na bro
1:18:28,Branchy,PLEASE SAY SOMETHING ABOUT PHILIPPINE COFFEE???
1:18:28,Marina Ivanova,Спасибо за отличный тэйстинг:)
1:18:28,Gregory Roberts,"James, Thanks so much. Now, I have a reference point for your other videos. This was a great experience."
1:18:29,Josh Tenenbaum,"Thank you so much James, you have made, and I truly mean this, my entire coffee experience really overwhelmingly wonderful. I had been a teahead for years, but coffee eluded me and you illuminated me"
1:18:32,1NNV1,Any news on possible tracking numbers for people who didn't get their kit in time?
1:18:32,James Murgatroyd,its been a blast
1:18:32,Branchy,PLEASE SAY SOMETHING ABOUT PHILIPPINE COFFEE???
1:18:32,Alan Tristão,how about kopi luwak?
1:18:33,Watashi,:folded_hands:
1:18:33,Eric Hilgendorf,What is World Coffee Research?
1:18:33,Jens Boye Hansen,Would love to buy a bag of E!
1:18:34,RasmusBruun,One final T H I C C slurp please?
1:18:34,Jeff Johnsen,"I didn't get my kit, but it was fun to follow and play along with the coffee I had"
1:18:35,Jacob Conger,Yay!!!
1:18:35,Reece Wilkinson,ANNUAL!!!
1:18:36,Seek-A-Critique,THANK YOU! Brilliant effort from you and the team!
1:18:36,Carlos Granados,Kopi luwak comments please
1:18:37,Dennis Rahardja,What do you think about Luwak Coffee from Indonesia?
1:18:37,Branchy,PLEASE SAY SOMETHING ABOUT PHILIPPINE COFFEE???
1:18:38,Sentrie,Where can E be purchased?
1:18:38,Alan Tristão,how about kopi luwak?
1:18:39,Carlos Granados,Kopi luwak comments please
1:18:40,Shahen Naidoo,Shoutout from South Africa!! Thanks to Genio Roasters for making sure we got our kits on time.
1:18:41,Phil Kan,"Do the flavours also transfer to v60, or espresso?"
1:18:41,smellysiac ellysiac,have you tried any Australian grown beans
1:18:41,Sheron,"So much fun, thanks james"
1:18:41,Ross Elias,have you heard of the standard for coffee tasting notes? ISO 18794:2018
1:18:41,Mart Anthony,Limited edition robusta!
1:18:42,Connor Fleming,Having themed tastings would be amazing
1:18:42,Roger Liem,Luwak!
1:18:42,Carlos Granados,Kopi luwak comments please
1:18:42,789 Flyer,How do these coffees hold up as espresso?
1:18:42,Matt Viehdorfer,yes please make E available!!!
1:18:42,Alan Tristão,how about kopi luwak?
1:18:43,oppossumX,i used my own home roasted coffee for the cupping but it has been fun following along and not tasting by myself for once. thanks james et. al.
1:18:43,Matty O'Connell,PLEASE MAKE E AVAILABLE
1:18:43,itself,How to bin
1:18:43,Omar Dia,how do you discuss the effect of varied roasting in a cupping?
1:18:44,Fin Ross,how do i clean the cups without putting all the grounds down the sink
1:18:46,Taka,plz sell E!!
1:18:46,annathy,"I missed this tasting, but I want to attend your next tasting."
1:18:46,Karlo E. Meléndez Peña,"C is my favorite, tastes of peppermint and herbs. A is similar with notes of chocolate for me. And E is a good contrast, it brings out some of the more complex flavors in the others..."
1:18:46,MoonlightBuilds CY,can we see the camera setup
1:18:47,Carlos Granados,Kopi luwak comments please
1:18:47,Branchy,PLEASE SAY SOMETHING ABOUT PHILIPPINE COFFEE???
1:18:48,Diana Lee,Yah we got 15% off
1:18:48,Omar Dia,how do you discuss the effect of varied roasting in a cupping?
1:18:48,itself,How do i bin?
1:18:49,smellysiac ellysiac,have you tried any Australian grown beans
1:18:49,Ng Cher Belle,Singapore!!!!!
1:18:49,Omar Dia,how do you discuss the effect of varied roasting in a cupping?
1:18:50,kosai refai,E GIVE AWAY :grinning_face:
1:18:51,Roger Liem,Luwak!
1:18:51,Mars Sambo,Japan!
1:18:51,Daniel Tsuji,Do it so us Aussies dont need to be up at 1:30AM :slightly_smiling_face:
1:18:52,John Erwin Veneracion,ONE MORE BIG SLURP
1:18:53,Sentrie,Where can we buy E? :slightly_smiling_face:
1:18:53,Steve Merchant,"Yes, definately want to do that again."
1:18:53,Krzysztof Marek Malinowski,"Please put E on sale - I enjoyed C and D too, but would love to get my hands on some quality robusta"
1:18:53,Cole Ragland,Thank you James and SM Team for all your hard work!
1:18:54,Raven,this was so fun
1:18:54,cwmuller1,This was an amazing initiative and we would love to do it again!
1:18:54,Gamze Yılmaz,Maybe smaller zoom tastings
1:18:54,Andy Pierce,why not give away a bag of robusta with every 2 bags bought or something
1:18:54,Yudi Joe,"next, world's fanciest coffee tasting?"
1:18:54,Rikard Georgii,why is E not available? :disappointed_face:
1:18:55,Gail Frohnert,"Great experience, James, and so much fun!!"
1:18:55,PostScript31,"Oooo... Now as E is colder, cherry up front."
1:18:55,D Leewigh,"Salamat Shoppee, please say it"
1:18:55,HIH HUH,This was so much fun. thank you James
1:18:55,Vaughan Chapman,The effort is so appreciated! Really was a blast and was just so awesome to be a part of! Thanks Square Mile!
1:18:56,Carlos Granados,Kopi luwak comments please
1:18:56,smellysiac ellysiac,have you tried any Australian grown beans
1:18:56,David F,do it again James
1:18:57,Pierre Blaschke,Please make E available
1:18:57,Jaxx2II2,please!!! this was so much fun
1:18:58,Branchy,PLEASE SAY SOMETHING ABOUT PHILIPPINE COFFEE???
1:18:58,Stuart Howarth,My partner would love E I reckon as she is a milk and sugar kind of person. Please do sell it.
1:18:58,Peter Arisz,call Gail for the US
1:18:58,Nathan Higgins,Sell E as a coffee enema kit
1:18:58,Miscellaneous,chug your favorite
1:18:58,Omar Dia,how do you discuss the effect of varied roasting in a cupping?
1:18:59,Paul Ryan Acorda,Have you tried Philippine Coffee?
1:19:00,Roger Liem,Luwak!
1:19:00,Shauleen,Thank you:washhands::washhands::washhands::washhands:
1:19:00,Sentrie,Where can we buy E? :slightly_smiling_face:
1:19:01,Phil Kan,"Do the flavours also transfer to v60, or espresso?"
1:19:01,Nick Haggarty,Which are best suited to espresso vs. filter James?
1:19:01,Carlos Granados,Kopi luwak comments please
1:19:01,James Ferretti,Is D on the squaremile shop? Can't find it!
1:19:02,Happy. ExPat,Yes on ROBUSTA
1:19:02,Stephanus Bosman,yeah South Africa!
1:19:02,smellysiac ellysiac,have you tried any Australian grown beans
1:19:02,Karen G.,:yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart:
1:19:03,Maxwell Ash,What brewing methods would you suggest for the leftovers?
1:19:03,Woozer73,"I know a great little roastery in Saigon, they roast some great coffees"
1:19:03,Marcin Płóciennik,B tasted to us like Ortiz 1900 that you also have in the shop!
1:19:04,Anna SdTC,it was super super super fun and I really loved the community sensation
1:19:04,R. van Reijswoud,Could these work as espresso too?!
1:19:04,Alan Tristão,how about kopi luwak?
1:19:04,Derringermike,I’m all about D
1:19:04,Marcin Płóciennik,B tasted to us like Ortiz 1900 that you also have in the shop!
1:19:04,Glaciersfordays,Please the D!!!!!!
1:19:04,Ng Cher Belle,In Singapore!!!!!
1:19:05,Marcin Płóciennik,B tasted to us like Ortiz 1900 that you also have in the shop!
1:19:05,Albert C.,TAIWAN!!!
1:19:05,Branchy,PLEASE SAY SOMETHING ABOUT PHILIPPINE COFFEE???
1:19:05,Snakeisthestuff,Since Square mile won a lot of Yemenia will we see some to be bought or is it for internal valuation?
1:19:05,Marcin Płóciennik,B tasted to us like Ortiz 1900 that you also have in the shop!
1:19:06,Marcin Płóciennik,B tasted to us like Ortiz 1900 that you also have in the shop!B tasted to us like Ortiz 1900 that you also have in the shop!
1:19:07,Alan Tristão,how about kopi luwak?
1:19:07,neha karadkhedkar,Which one is your favourite? Where can I get sqr miles coffee beans in Canada?
1:19:07,Gamze Yılmaz,LUWAK İS TERRİBLE
1:19:08,Benjamin,Loved c. Gonna make an espresso with it right now
1:19:08,Omar Dia,how do you discuss the effect of varied roasting in a cupping?
1:19:08,Gryffin Syme,James how do we get the discount codes?
1:19:08,Hsein Shabshoul,EVERY YEAR I WANT THIS!!! OKAY?
1:19:08,Josh Tenenbaum,TRY CANADA@!!!!!!!!
1:19:09,Carlos Granados,Kopi luwak comments please
1:19:09,D R,is cupping worth doing when you get a new bag of coffee beans?
1:19:09,Branchy,PLEASE SAY SOMETHING ABOUT PHILIPPINE COFFEE???
1:19:09,PostScript31,I want to buy some E
1:19:09,Arnaud Pascal,Go to the French Carribeans !
1:19:09,MackerelCat,Thanks James its been fun and informative!
1:19:09,Phil Kan,"Do the flavours also transfer to v60, or espresso?"
1:19:09,Omar Dia,how do you discuss the effect of varied roasting in a cupping?
1:19:10,Sascha,e gets better and better cooling down
1:19:10,Patrick Goh,Can you tell us what C was again?
1:19:10,bhoywonder,"Cooled C is class, but warm B was favourite."
1:19:10,Mohammed Rizwan,"Thank you to James and Square Mile! This was amazing fun, and the money raised for World Coffee Research is the icing on the cake."
1:19:10,Yazan Eid,Have you tried Saudi coffee?
1:19:11,Carolina,That was a lot of fun
1:19:11,Roger Liem,Luwak!
1:19:11,Sentrie,a
1:19:11,Alan Tristão,how about kopi luwak?
1:19:11,Oliver Morgan,We’d love to hear about the smallholder coffee growers and more about the roasting processes
1:19:12,V.G.M Joey,"Hoffman, you've done it again. As a small roaster myself things like this do so much to open my horizons to the flavors of coffee."
1:19:12,Carlos Granados,Kopi luwak comments please
1:19:12,jackpotconnolly,Couldn
1:19:12,Callum Haines,A has the most flavour
1:19:12,James Ferretti,What's the name again?
1:19:13,Mark Roberts,YOUR GO TO COFFEE?
1:19:13,Arief,Kopi Bali om Jim
1:19:13,Alan Tristão,how about kopi luwak?
1:19:13,David M,it was the best time!!
1:19:14,DannyZNINJA,what's the clean up for cupping?
1:19:14,Kyle Johnson,"Just tried the robusta as espresso and dang, pretty good"
